,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
27,Anwar Arudin (MAL),201902019,12,12,0,91,32,7.58,98,92.85,0,0,3,10,2
28,Raees Ahmadzai (AFG),201002010,8,6,3,91,33*,30.33,84,108.33,0,0,0,5,1
29,Saeed Ajmal (PAK),200902015,64,23,12,91,21*,8.27,86,105.81,0,0,3,7,2
30,CR Woakes (ENG),201102015,8,7,4,91,37,30.33,63,144.44,0,0,1,4,5
31,GM Hamilton (SCOT),200702010,12,8,0,90,32,11.25,110,81.81,0,0,0,6,1
32,JN Mohammed (WI),201702018,9,8,3,90,23*,18,103,87.37,0,0,1,9,1
33,Muhammad Naeem (Saudi),201902019,5,4,2,90,42,45,91,98.9,0,0,1,7,1
34,Sagar Pun (NEPAL),201402015,9,9,0,90,20,10,100,90,0,0,0,13,0
35,DLS van Bunge (NL),200802013,14,12,4,90,24,11.25,104,86.53,0,0,2,2,3
36,GH Worker (NZ),201502015,2,2,0,90,62,45,64,140.62,0,1,0,6,5
37,S Adedeji (NGA),201902019,6,6,2,89,51*,22.25,114,78.07,0,1,1,5,2
38,Mohammad Nadeem (OMAN),201502019,22,13,3,89,29,8.9,106,83.96,0,0,1,7,0
39,A Otwani (UGA),201902019,4,4,0,89,44,22.25,78,114.1,0,0,0,13,1
40,A Ferguson (Arg),201902019,5,3,1,88,51,44,100,88,0,1,0,5,1
41,N Madziva (ZIM),201502019,15,10,5,88,28*,17.6,80,110,0,0,1,4,5
42,Md Shafiqul Haque (THAI),201902019,4,4,0,88,38,22,62,141.93,0,0,0,5,6
43,Zishan Shah (DEN),201902019,6,5,1,88,50,22,87,101.14,0,1,0,7,1
44,PS Airee (NEPAL),201502019,11,11,0,87,29,7.9,93,93.54,0,0,4,10,1
45,SC Getkate (IRE),201902019,14,12,2,87,24,8.7,73,119.17,0,0,1,4,4
46,Mandeep Singh (INDIA),201602016,3,3,1,87,52*,43.5,73,119.17,0,1,0,11,1
47,D Pretorius (SA),201702019,6,2,2,87,77*,0,49,177.55,0,1,0,7,4
48,Raza Iqbal (NOR),201902019,5,5,0,87,39,17.4,89,97.75,0,0,0,13,0
49,DI Allan (KENYA),201202013,10,10,0,86,18,8.6,135,63.7,0,0,0,7,0
0,AR Gandhi (KENYA),201902019,3,3,1,86,50,43,98,87.75,0,1,0,5,1
1,GJ Hopkins (NZ),200702010,10,8,0,86,36,10.75,71,121.12,0,0,0,5,5
2,SM Pollock (SA),200502008,12,9,2,86,36*,12.28,70,122.85,0,0,3,4,4
3,Shamsur Rahman (BDESH),201302014,9,8,0,86,53,10.75,85,101.17,0,1,2,12,1
4,DP Michael (Samoa),201902019,4,4,1,85,55*,28.33,82,103.65,0,1,1,1,6
5,AR Nurse (WI),201102019,13,8,6,85,20*,42.5,71,119.71,0,0,0,7,3
6,MD Patel (USA),201902019,8,8,1,85,26,12.14,88,96.59,0,0,0,6,4
7,RML Taylor (SCOT),201302016,9,6,3,85,41*,28.33,58,146.55,0,0,0,6,4
8,N Khosla (MALTA),201902019,4,4,0,84,27,21,95,88.42,0,0,0,3,2
9,IO Okpe (NGA),201902019,8,8,0,84,19,10.5,109,77.06,0,0,0,2,2
10,Afif Hossain (BDESH),201802019,8,7,0,83,52,11.85,63,131.74,0,1,2,10,1
11,JH Davey (SCOT),201202019,21,10,5,83,24,16.6,63,131.74,0,0,0,5,3
12,PF Gallagher (Fin),201902019,3,3,0,83,36,27.66,68,122.05,0,0,0,4,5
13,JK Kamande (KENYA),200702010,12,9,0,83,42,9.22,92,90.21,0,0,2,5,3
14,Manpreet Singh (ITA),201902019,8,6,0,83,36,13.83,98,84.69,0,0,0,10,1
15,AC Agar (AUS),201602019,21,7,1,82,29,13.66,79,103.79,0,0,0,6,3
16,FA Cossa (Moz),201902019,6,6,2,82,19*,20.5,90,91.11,0,0,0,6,4
17,AS Hansra (CAN),201202013,8,8,2,82,30,13.66,85,96.47,0,0,0,4,3
18,AK Mohan (Fin),201902019,5,5,0,82,41,16.4,72,113.88,0,0,1,9,1
19,Muhammad Awais (),201902019,3,3,2,82,42*,82,59,138.98,0,0,0,12,1
20,TD Paine (AUS/World),200902017,12,9,1,82,25,10.25,77,106.49,0,0,2,7,3
21,Shaikh Ashraf (Peru),201902019,4,4,0,82,38,20.5,67,122.38,0,0,0,8,3
22,RM Siri (Arg),201902019,4,4,1,82,49*,27.33,80,102.5,0,0,1,6,1
23,Aaron Jones (USA),201902019,8,7,3,81,39,20.25,81,100,0,0,0,3,2
24,MO Jones (BMUDA),201902019,8,7,2,81,27,16.2,83,97.59,0,0,0,5,3
25,Ahsan Abbasi (HKG),201902019,6,6,0,80,18,13.33,87,91.95,0,0,0,7,2
26,DAP Darrell (BMUDA),201902019,11,10,1,80,30*,8.88,95,84.21,0,0,1,1,5
27,Faizan Asif (UAE),201402015,6,6,0,80,28,13.33,64,125,0,0,0,9,3
28,Ijaz Hussain (ROM),201902019,3,3,0,80,40,26.66,76,105.26,0,0,0,7,6
29,RK Paudel (NEPAL),201902019,11,10,2,80,19,10,89,89.88,0,0,0,7,0
30,CP Rizwan (UAE),201902019,5,4,0,80,44,20,73,109.58,0,0,0,10,1
31,ZE Green (NAM),201902019,16,11,3,79,18*,9.87,78,101.28,0,0,1,4,3
32,CD Barnwell (WI),201102013,6,6,2,78,34*,19.5,62,125.8,0,0,1,4,4
33,Nurul Hasan (BDESH),201602017,9,8,4,78,30*,19.5,63,123.8,0,0,1,9,0
34,GG Banner (Blz),201902019,3,3,1,77,47,38.5,65,118.46,0,0,0,1,8
35,Sandeep Goud (OMAN),201902019,12,7,3,77,31*,19.25,72,106.94,0,0,0,3,3
36,Shahid Wasif (HKG),201602019,9,8,3,77,40,15.4,66,116.66,0,0,1,3,1
37,SA Wijeyeratne (CAN),201902019,2,2,0,77,56,38.5,51,150.98,0,1,0,12,0
38,T Bavuma (SA),201902019,2,2,1,76,49,76,66,115.15,0,0,0,5,2
39,A Flintoff (ENG),200502007,7,7,1,76,31,12.66,60,126.66,0,0,1,7,2
40,DR Hooper (GUE),201902019,9,8,3,76,19*,15.2,91,83.51,0,0,1,3,1
41,Imran Farhat (PAK),201002011,7,7,0,76,19,10.85,70,108.57,0,0,1,14,0
42,Irfan Ahmed (HKG),201402015,8,8,0,76,34,9.5,83,91.56,0,0,2,4,6
43,HB Kayondo (UGA),201902019,3,3,0,76,31,25.33,69,110.14,0,0,0,2,4
44,NFI McCallum (SCOT),200702010,11,7,0,76,38,10.85,85,89.41,0,0,3,7,1
45,S Matsikenyeri (ZIM),200602012,10,10,0,76,32,7.6,82,92.68,0,0,2,6,3
46,Rizwan Mahmood (DEN),201902019,5,4,0,76,37,19,61,124.59,0,0,0,3,3
47,VS Solanki (ENG),200502007,3,3,0,76,43,25.33,61,124.59,0,0,0,10,1
48,NR Kirton (CAN),201902019,5,5,2,75,37*,25,83,90.36,0,0,0,4,1
49,NJ Astle (NZ),200502006,4,4,1,74,40*,24.66,67,110.44,0,0,0,7,2
0,Hirenkumar Patel (Chile),201902019,4,4,0,74,22,18.5,82,90.24,0,0,0,9,1
1,S Hirugade (Mex),201902019,6,6,0,74,35,12.33,86,86.04,0,0,1,8,2
2,KO Otieno (KENYA),200802008,4,4,0,74,40,18.5,79,93.67,0,0,0,5,2
3,SI Runsewe (NGA),201902019,6,6,1,74,27,14.8,87,85.05,0,0,1,4,0
4,G Venkateswaran (LUX),201902019,3,3,1,74,59,37,58,127.58,0,1,0,10,1
5,J Vira (VAN),201902019,14,12,4,74,23,9.25,68,108.82,0,0,1,7,2
6,NT Broom (NZ),200902017,11,7,1,73,36,12.16,68,107.35,0,0,0,8,1
7,TS Fray (BMUDA),201902019,10,10,1,73,29,8.11,96,76.04,0,0,3,9,0
8,Khurram Khan (UAE),201402014,3,3,0,73,31,24.33,73,100,0,0,0,8,0
9,AR McBrine (IRE),201402017,19,11,5,73,14*,12.16,70,104.28,0,0,1,6,1
10,C Munoz0Mills (ESP),201902019,9,7,3,73,29*,18.25,66,110.6,0,0,0,5,3
11,AM Oyede (NGA),201902019,8,8,1,73,39,10.42,104,70.19,0,0,2,5,1
12,AL Phehlukwayo (SA),201702019,23,11,5,73,27*,12.16,66,110.6,0,0,3,10,1
13,AJ Strauss (ENG),200502009,4,4,0,73,33,18.25,64,114.06,0,0,1,9,0
14,RA Thomas (CAN),201902019,8,8,1,73,18,10.42,95,76.84,0,0,1,7,1
15,Farhad Reza (BDESH),200602014,13,9,0,72,19,8,88,81.81,0,0,1,4,2
16,Haroon Mughal (MALTA),201902019,4,4,0,72,31,18,65,110.76,0,0,0,6,1
17,Hassan Rasheed (Mald),201902019,8,7,0,72,22,10.28,100,72,0,0,0,4,1
18,A Pusthay (Fin),201902019,5,5,0,72,37,14.4,60,120,0,0,0,5,1
19,AS Wright (GUE),201902019,8,7,0,72,43,10.28,84,85.71,0,0,1,6,3
20,Sahir Naqash (GER),201902019,7,5,1,71,38*,17.75,52,136.53,0,0,2,2,5
21,T Taylor (Caym),201902019,6,6,2,71,19*,17.75,91,78.02,0,0,0,2,5
22,Abdul Hashmi (DEN),201902019,8,5,1,70,31,17.5,66,106.06,0,0,1,4,0
23,Awais Zia (PAK),201202014,5,5,0,70,23,14,80,87.5,0,0,0,4,3
24,FF Mulivai (Samoa),201902019,4,4,0,70,48,17.5,37,189.18,0,0,1,2,8
25,Hafez Farooq (Peru),201902019,4,4,0,69,24,17.25,68,101.47,0,0,0,7,2
26,C Hauptfleisch (Caym),201902019,5,5,0,69,42,13.8,85,81.17,0,0,1,4,2
27,Ibrarul Haq (Saudi),201902019,5,4,0,69,49,17.25,47,146.8,0,0,1,6,4
28,SM Katich (AUS),200502006,3,2,0,69,39,34.5,47,146.8,0,0,0,8,2
29,TB Sole (SCOT),201902019,9,6,2,69,33*,17.25,43,160.46,0,0,0,9,1
30,J Umanath (Mex),201902019,7,7,1,69,25,11.5,77,89.61,0,0,1,7,2
31,R Ankad (Mex),201902019,8,7,3,68,40*,17,72,94.44,0,0,2,7,0
32,AG Cremer (ZIM),200802018,29,19,6,68,17,5.23,102,66.66,0,0,2,2,0
33,Dawlat Zadran (AFG),201202019,34,17,8,68,13,7.55,42,161.9,0,0,3,4,6
34,TM Dowlin (WI),200902010,2,2,1,68,37*,68,69,98.55,0,0,0,8,0
35,R Escobar (Arg),201902019,5,4,1,68,28*,22.66,76,89.47,0,0,0,6,1
36,AR Patel (INDIA),201502018,11,7,3,68,20*,17,54,125.92,0,0,0,3,3
37,Sikander Zulfiqar (NL),201602019,11,8,1,68,18,9.71,68,100,0,0,0,5,0
38,JNT Vare (PNG),201502017,8,7,0,68,38,9.71,71,95.77,0,0,0,4,0
39,C Viljoen (NAM),201902019,12,7,3,68,33,17,70,97.14,0,0,0,7,1
40,Waqas Khan (HKG),201402017,8,7,3,68,33*,17,89,76.4,0,0,1,3,2
41,Hilal Ahmad (CZK0R),201902019,7,7,2,67,30,13.4,59,113.55,0,0,0,6,1
42,AJ Michael (Samoa),201902019,4,4,1,67,23,22.33,69,97.1,0,0,0,5,2
43,Zawar Farid (UAE),201902019,4,4,0,67,55,16.75,53,126.41,0,1,0,5,3
44,Abraash Khan (CAN),201902019,7,4,0,66,22,16.5,60,110,0,0,0,7,1
45,PHKD Mendis (SL),201802019,4,4,0,66,41,16.5,46,143.47,0,0,1,6,3
46,Waheed Ahmed (UAE),201902019,10,9,4,66,19,13.2,80,82.5,0,0,0,6,2
47,J Bulele (Moz),201902019,7,7,0,65,24,9.28,95,68.42,0,0,1,8,0
48,SC Kuggeleijn (NZ),201902019,9,5,3,65,35*,32.5,30,216.66,0,0,1,4,6
49,H Lakov (),201902019,3,3,0,65,28,21.66,62,104.83,0,0,0,5,0
0,Shoaib Khan jnr (PAK),200802008,4,4,0,65,50,16.25,74,87.83,0,1,1,7,0
1,FA Allen (WI),201802019,11,9,2,64,27,9.14,56,114.28,0,0,2,5,3
2,Anique Uddin (DEN),201902019,6,6,0,64,31,10.66,79,81.01,0,0,0,3,0
3,Ansar Iqbal (NOR),201902019,4,4,0,64,40,16,72,88.88,0,0,0,6,1
4,B Arora (MALTA),201902019,4,4,0,64,28,16,64,100,0,0,0,5,3
5,K Birkenstock (NAM),201902019,4,2,0,64,59,32,33,193.93,0,1,0,7,4
6,S Dube (INDIA),201902019,6,4,2,64,54,32,42,152.38,0,1,0,3,4
7,RM Haq (SCOT),200702013,21,12,7,64,21*,12.8,96,66.66,0,0,1,2,1
8,DP Hyatt (WI),201102012,5,5,1,64,28,16,54,118.51,0,0,0,4,4
9,G Manan (ROM),201902019,3,3,0,64,29,21.33,52,123.07,0,0,0,11,1
10,A Natubhai Ahir (PNM),201902019,3,3,0,64,30,21.33,59,108.47,0,0,0,10,1
11,WB Rankin (ENG/IRE),200902019,48,15,8,64,16*,9.14,74,86.48,0,0,2,3,3
12,DJ Reekers (NL),200802009,6,5,0,64,29,12.8,49,130.61,0,0,1,10,2
13,Sadeeq Khan (ROM),201902019,3,3,1,64,28,32,42,152.38,0,0,0,3,6
14,Usman Waheed (KUW),201902019,6,4,1,64,28*,21.33,61,104.91,0,0,1,6,1
15,V Balakrishnan (Botsw),201902019,3,3,1,63,29*,31.5,82,76.82,0,0,0,6,1
16,LJ Barker (GUE),201902019,9,8,0,63,20,7.87,69,91.3,0,0,3,8,0
17,Imran Ismail (Moz),201902019,7,7,0,63,17,9,58,108.62,0,0,0,7,3
18,Kuldeep Lal (ESP),201902019,8,3,0,63,38,21,41,153.65,0,0,0,3,2
19,AN Cook (ENG),200702009,4,4,0,61,26,15.25,54,112.96,0,0,0,10,0
20,OD Hald (DEN),201902019,9,8,1,61,18,8.71,57,107.01,0,0,1,4,2
21,Hasan Ali (PAK),201602019,30,10,5,61,23,12.2,35,174.28,0,0,2,3,5
22,PD McGlashan (NZ),200602010,11,9,1,61,26,7.62,64,95.31,0,0,0,6,2
23,R Nehonde (Botsw),201902019,7,7,1,61,26,10.16,79,77.21,0,0,1,3,1
24,NM Odhiambo (KENYA),201002019,16,8,2,61,26,10.16,94,64.89,0,0,2,4,1
25,A Sathya (Mex),201902019,3,3,0,61,30,20.33,61,100,0,0,0,3,2
26,PH Shamdasani (Peru),201902019,4,4,1,61,37,20.33,72,84.72,0,0,0,3,1
27,AJ Tye (AUS),201602018,26,11,5,61,20,10.16,55,110.9,0,0,2,4,3
28,DE Budge (SCOT),201802018,6,4,2,60,24,30,59,101.69,0,0,0,2,3
29,JWM Dalrymple (ENG),200602007,3,3,0,60,32,20,57,105.26,0,0,0,6,0
30,LM Jongwe (ZIM),201502016,8,7,0,60,34,8.57,65,92.3,0,0,2,4,1
31,J Kila (PNG),201902019,12,5,3,60,27*,30,31,193.54,0,0,0,4,5
32,Mohammad Adnan (Saudi),201902019,5,3,3,60,38*,0,31,193.54,0,0,0,4,5
33,Mominul Haque (BDESH),201202014,6,4,1,60,26*,20,50,120,0,0,0,5,2
34,P Mustard (ENG),200802008,2,2,0,60,40,30,37,162.16,0,0,0,5,4
35,Zameer Khan (DEN),201902019,2,2,1,60,33,60,61,98.36,0,0,0,4,0
36,Zeeshan Siddiqui (OMAN),201502015,5,5,1,60,33*,15,63,95.23,0,0,0,7,0
37,Ariful Haque (BDESH),201802018,9,8,4,59,18*,14.75,61,96.72,0,0,1,4,0
38,DR Flynn (NZ),200802012,5,5,0,59,23,11.8,51,115.68,0,0,0,1,4
39,Hayatullah Niazi (NOR),201902019,4,4,1,59,27,19.66,47,125.53,0,0,0,3,3
40,Mohammad Amir (PAK),200902019,48,14,6,59,21*,7.37,72,81.94,0,0,2,2,3
41,Muhammad Saleem (),201902019,4,4,0,59,52,14.75,54,109.25,0,1,0,5,1
42,AK Perera (SL),201302019,6,5,0,59,16,11.8,65,90.76,0,0,0,5,1
43,IS Sodhi (NZ),201402019,40,7,3,59,15,14.75,56,105.35,0,0,1,4,3
44,Aamer Ikram (PORT),201902019,4,4,0,58,23,14.5,73,79.45,0,0,0,4,4
45,Abu Hider (BDESH),201602018,13,5,4,58,22*,58,43,134.88,0,0,0,5,4
46,D Heyliger (CAN),201902019,11,7,5,58,23*,29,42,138.09,0,0,1,2,3
47,JJ Huo (Moz),201902019,7,7,0,58,18,8.28,61,95.08,0,0,1,7,2
48,DF Jacobs (THAI),201902019,4,4,0,58,20,14.5,82,70.73,0,0,0,7,0
49,K Mendon (CZK0R),201902019,6,4,4,58,39*,0,51,113.72,0,0,0,5,2
0,Mohamed Azzam (Mald),201902019,7,6,2,58,17*,14.5,61,95.08,0,0,1,6,0
1,Shaheryar Butt (Belg),201902019,3,3,1,58,30*,29,55,105.45,0,0,0,3,4
2,CJO Smith (SCOT),200702009,8,6,1,58,46*,11.6,54,107.4,0,0,3,6,0
3,Alok Kapali (BDESH),200702011,7,7,2,57,19,11.4,85,67.05,0,0,2,3,1
4,Fayyaz Butt (OMAN),201902019,14,6,4,57,25*,28.5,48,118.75,0,0,0,4,2
5,C Jonker (SA),201802018,2,2,0,57,49,28.5,29,196.55,0,0,0,5,3
6,A Makesh (KUW),201902019,4,2,1,57,57,57,41,139.02,0,1,0,3,4
7,GP Meade (ITA),201902019,8,5,0,57,18,11.4,63,90.47,0,0,0,4,1
8,A Sarma (GER),201902019,3,3,0,57,28,19,67,85.07,0,0,0,3,1
9,P Sarraf (NEPAL),201902019,9,8,1,57,18,8.14,84,67.85,0,0,3,9,0
10,Sohag Gazi (BDESH),201202015,10,7,3,57,24,14.25,59,96.61,0,0,0,3,1
11,AJ Turner (AUS),201702019,11,7,3,57,22*,14.25,57,100,0,0,1,1,2
12,Amjad Sher (Fin),201902019,5,5,0,56,24,11.2,36,155.55,0,0,0,1,4
13,T Banton (ENG),201902019,3,3,0,56,31,18.66,34,164.7,0,0,0,6,3
14,JM How (NZ),200702008,5,5,0,56,31,11.2,67,83.58,0,0,0,5,1
15,EB Knowles (CZK0R),201902019,7,6,2,56,19,14,54,103.7,0,0,1,7,1
16,P Manning (Caym),201902019,6,6,1,56,28,11.2,89,62.92,0,0,1,4,0
17,MJ Ross (ITA),201902019,8,5,1,56,34,14,42,133.33,0,0,0,2,3
18,SMSM Senanayake (SL),201202016,24,12,6,56,17,9.33,66,84.84,0,0,2,3,1
19,D Ajekun (NGA),201902019,6,6,0,55,17,9.16,81,67.9,0,0,0,6,1
20,MNM Aslam (KUW),201902019,6,4,0,55,26,13.75,59,93.22,0,0,1,4,1
21,C Carter (HKG),201502017,10,5,1,55,17,13.75,63,87.3,0,0,0,3,0
22,N Deonarine (WI),201002013,8,7,2,55,36*,11,53,103.77,0,0,3,5,0
23,PWH de Silva (SL),201902019,8,7,3,55,14*,13.75,50,110,0,0,0,3,0
24,GB Hogg (AUS),200602014,15,4,0,55,41,13.75,39,141.02,0,0,0,3,3
25,KM Jarvis (ZIM),201102019,22,12,5,55,27,7.85,64,85.93,0,0,4,1,4
26,Mirza Ahsan (Aut),201902019,5,3,2,55,51*,55,18,305.55,0,1,0,2,7
27,OE Newey (GUE),201902019,7,6,1,55,23*,11,66,83.33,0,0,1,2,0
28,R Satheesan (ROM),201902019,4,3,1,55,23,27.5,42,130.95,0,0,0,3,4
29,HS Baidwan (CAN),200802013,17,11,2,54,21,6,52,103.84,0,0,4,4,1
30,JW Chilia (VAN),201902019,14,7,4,54,23,18,54,100,0,0,0,3,3
31,M Dixit (LUX),201902019,3,2,0,54,38,27,59,91.52,0,0,0,6,2
32,GD Drummond (SCOT),200802013,17,7,0,54,35,7.71,65,83.07,0,0,2,3,0
33,JSE Dunford (JER),201902019,17,9,3,54,29,9,67,80.59,0,0,3,2,0
34,MSS Mandy (Chile),201902019,4,4,0,54,32,13.5,67,80.59,0,0,0,8,0
35,SMA Priyanjan (SL),201702017,3,3,2,54,40*,54,62,87.09,0,0,0,1,2
36,BA King (WI),201902019,6,5,0,53,31,10.6,50,106,0,0,0,6,1
37,Usman Limbada (CAN),201002013,7,3,2,53,21*,53,41,129.26,0,0,0,6,0
38,MRJ Watt (SCOT),201502019,35,11,6,53,14*,10.6,40,132.5,0,0,1,6,1
39,TS Bharaj (DEN),201902019,9,8,0,52,19,6.5,77,67.53,0,0,1,2,0
40,G Caisley (),201902019,4,4,0,52,38,13,60,86.66,0,0,1,3,2
41,SJ Cotter (Samoa),201902019,4,4,0,52,25,13,62,83.87,0,0,0,4,1
42,RP Magar (NEPAL),201402015,6,6,0,52,25,8.66,89,58.42,0,0,1,0,3
43,A Manousis (),201902019,3,3,1,52,23,26,49,106.12,0,0,0,5,1
44,DM Nakrani (UGA),201902019,4,4,1,52,19,17.33,48,108.33,0,0,0,2,3
45,Ovais Yousof (NGA),201902019,3,3,0,52,33,17.33,70,74.28,0,0,0,5,0
46,IS Billcliff (CAN),201002010,2,2,0,51,37,25.5,39,130.76,0,0,0,3,2
47,TGJ Gruijters (NL),201202013,8,5,3,51,21*,25.5,47,108.51,0,0,0,3,1
48,V Mbazo (Botsw),201902019,4,3,1,51,27*,25.5,67,76.11,0,0,0,3,0
49,Raqibul Hasan (BDESH),200802010,5,5,0,51,18,10.2,62,82.25,0,0,0,3,1
0,AU Rashid (ENG),200902019,40,15,8,51,9*,7.28,61,83.6,0,0,0,4,0
1,HA Varaiya (KENYA),200702013,25,12,11,51,18*,51,81,62.96,0,0,0,1,0
2,Hamid Hassan (AFG),201002016,22,9,6,50,22,16.66,46,108.69,0,0,0,3,2
3,Md Nurul Huda (Fin),201902019,5,4,2,50,30*,25,32,156.25,0,0,0,4,2
4,Mohammad Yousuf (PAK),200602010,3,3,0,50,26,16.66,43,116.27,0,0,0,5,1
5,MJ Richardson (GER),201902019,3,3,2,50,35*,50,38,131.57,0,0,0,7,0
6,Ameel Mauroof (Mald),201902019,10,8,4,49,15*,12.25,63,77.77,0,0,0,3,0
7,U Bhatti (CAN),200802010,7,7,3,49,12,12.25,48,102.08,0,0,0,3,1
8,G Chaturvedi (MALTA),201902019,2,2,0,49,25,24.5,29,168.96,0,0,0,6,1
9,A Dananjaya (SL),201202019,22,12,4,49,11*,6.12,57,85.96,0,0,2,6,0
10,JN Frylinck (NAM),201902019,14,7,4,49,19*,16.33,47,104.25,0,0,1,2,1
11,CU Jayasinghe (SL),200902010,5,3,2,49,38,49,49,100,0,0,0,3,1
12,Junaid Siddiqui (CAN),201202019,13,7,3,49,21,12.25,41,119.51,0,0,1,2,2
13,HG Kuhn (SA),200902017,7,6,2,49,29,12.25,42,116.66,0,0,0,3,2
14,Nanda Kumar (CRC),201902019,3,3,0,49,39,16.33,58,84.48,0,0,1,3,2
15,SD Outerbridge (BMUDA),200802008,3,3,1,49,37*,24.5,51,96.07,0,0,0,2,1
16,DA Rankin (IRE),201502016,2,2,0,49,34,24.5,54,90.74,0,0,0,3,2
17,Saber Zakhil (Belg),201902019,3,3,0,49,18,16.33,35,140,0,0,0,2,3
18,DC Smith (PHI),201902019,4,4,1,49,22,16.33,53,92.45,0,0,0,5,0
19,K Weeraratne (SL),200802009,5,5,2,49,20*,16.33,45,108.88,0,0,0,4,1
20,S Jamil (Belg),201902019,3,3,0,48,24,16,49,97.95,0,0,0,5,2
21,Muhammad Nadeem (Saudi),201902019,5,3,0,48,43,16,49,97.95,0,0,0,7,1
22,MIA Patel (MWI),201902019,3,2,1,48,40*,48,44,109.09,0,0,0,6,1
23,Qalandar Khan (QAT),201902019,4,3,0,48,25,16,43,111.62,0,0,0,2,3
24,YSD Seneveratne (Caym),201902019,6,6,0,48,19,8,79,60.75,0,0,1,5,1
25,J Singye (BHU),201902019,2,2,0,48,40,24,64,75,0,0,0,2,0
26,C Zhuwao (ZIM),200802018,7,7,0,48,24,6.85,66,72.72,0,0,4,7,1
27,M Aboagye (Ghana),201902019,3,3,1,47,24,23.5,53,88.67,0,0,0,3,0
28,VD Adewoye (NGA),201902019,7,6,2,47,23*,11.75,42,111.9,0,0,2,4,2
29,Delawar Khan (DEN),201902019,9,8,1,47,17,6.71,40,117.5,0,0,2,0,4
30,D Weston (GER),201902019,6,6,0,47,18,7.83,54,87.03,0,0,2,5,1
31,SA Ahmad (DEN),201902019,5,3,1,46,25,23,54,85.18,0,0,0,2,0
32,KM Dabengwa (ZIM),200602010,8,7,3,46,16*,11.5,40,115,0,0,0,4,2
33,K Gupta (Chile),201902019,4,4,1,46,19*,15.33,64,71.87,0,0,1,1,0
34,JW Hastings (AUS),201002016,9,6,2,46,15,11.5,37,124.32,0,0,0,3,1
35,Z Hoque (THAI),201902019,3,3,0,46,20,15.33,35,131.42,0,0,0,4,2
36,MM Iqbal (SCOT),201202013,6,3,0,46,31,15.33,45,102.22,0,0,0,4,1
37,RJ Trott (BMUDA),200802019,15,10,4,46,19,7.66,84,54.76,0,0,2,3,0
38,JJ van der Wath (SA),200602007,8,4,1,46,21,15.33,39,117.94,0,0,0,3,1
39,Anasim Khan (BAH),201902019,4,3,1,45,22,22.5,39,115.38,0,0,0,2,1
40,S Ateak (Ghana),201902019,3,3,0,45,26,15,48,93.75,0,0,0,6,1
41,R Bakum (Ghana),201902019,4,4,0,45,18,11.25,45,100,0,0,1,4,2
42,Haseeb Amjad (HKG),201402016,18,10,6,45,12*,11.25,45,100,0,0,0,3,1
43,MG Hunter (GIBR),201902019,4,3,0,45,27,15,61,73.77,0,0,0,2,1
44,NJ Maddinson (AUS),201302018,6,4,0,45,34,11.25,35,128.57,0,0,0,6,1
45,Mamoon Latif (Belg),201902019,3,3,0,45,24,15,52,86.53,0,0,0,2,2
46,T Munyonga (ZIM),201902019,5,3,2,45,44,45,34,132.35,0,0,0,3,1
47,Nazril Rahman (MAL),201902019,7,4,1,45,24*,15,45,100,0,0,0,4,0
48,VE Tembo (Moz),201902019,6,5,2,45,20*,15,52,86.53,0,0,0,2,0
49,Yasar Haroon (),201902019,4,4,0,45,29,11.25,62,72.58,0,0,0,4,1
0,Zohaib Sarwar (PORT),201902019,4,4,1,45,33*,15,46,97.82,0,0,2,1,4
1,Abrar Bilal (Aut),201902019,3,2,0,44,41,22,24,183.33,0,0,0,6,2
2,AJ Ayannaike (NGA),201902019,3,3,0,44,33,14.66,43,102.32,0,0,1,4,2
3,AA Banner (Blz),201902019,3,2,0,44,28,22,29,151.72,0,0,0,4,3
4,JM Davison (CAN),200802010,5,5,0,44,19,8.8,40,110,0,0,2,2,3
5,L Emilio (Moz),201902019,5,4,0,44,23,11,35,125.71,0,0,0,4,1
6,GF Gomes (Moz),201902019,7,6,1,44,28,8.8,46,95.65,0,0,1,6,1
7,Ismat Ullah (),201902019,4,4,0,44,42,11,47,93.61,0,0,1,4,1
8,Saad Nasim (PAK),201402014,3,2,0,44,25,22,53,83.01,0,0,0,0,1
9,S Badree (WI/World),201202018,52,16,10,43,14*,7.16,65,66.15,0,0,0,1,1
10,S Badrinath (INDIA),201102011,1,1,0,43,43,43,37,116.21,0,0,0,5,0
11,P Baron (Arg),201902019,5,3,0,43,27,14.33,38,113.15,0,0,0,0,4
12,NO Miller (WI),200902014,9,5,4,43,15*,43,47,91.48,0,0,0,2,0
13,P Mishra (),201902019,3,3,1,43,23,21.5,26,165.38,0,0,0,3,4
14,Mustafizur Rahman (BDESH),201502019,37,15,5,43,15,4.3,55,78.18,0,0,4,3,3
15,Saad Bin Zafar (CAN),201902019,11,4,1,43,20,14.33,33,130.3,0,0,0,3,2
16,M Sohel Patel (PNM),201902019,2,2,0,43,40,21.5,39,110.25,0,0,0,2,3
17,Amjad Ali (UAE),201402015,5,5,1,42,20,10.5,52,80.76,0,0,0,6,0
18,F Baaleri (Ghana),201902019,4,4,0,42,17,10.5,60,70,0,0,0,6,0
19,NG Jones (IRE),201002012,5,4,2,42,14*,21,38,110.52,0,0,1,1,2
